group,species,individual,number,trait,measure
Euglossini,Euglossa allosticta,J-0155,6301,wingWidth,2.83
Euglossini,Euglossa allosticta,J-0175,6256,wingWidth,2.44
Euglossini,Euglossa allosticta,J-0240,5463,wingWidth,2.21
Euglossini,Euglossa allosticta,J-0839,6286,wingWidth,3.1
Euglossini,Euglossa allosticta,J-0843,6246,wingWidth,2.89
Euglossini,Euglossa allosticta,J-0977,5330,wingWidth,2.46
Euglossini,Euglossa allosticta,J-0988,6241,wingWidth,2.8
Euglossini,Euglossa allosticta,J-1143,6296,wingWidth,2.72
Euglossini,Euglossa allosticta,J-1163,5374,wingWidth,2.62
Euglossini,Euglossa allosticta,J-1364,5696,wingWidth,2.55
Euglossini,Euglossa allosticta,J-1365,5700,wingWidth,2.68
Euglossini,Euglossa allosticta,J-1381,5704,wingWidth,2.76
Euglossini,Euglossa allosticta,J-1616,6046,wingWidth,2.38
Euglossini,Euglossa asarophora,B1100,225,intertegularDistance,4
Euglossini,Euglossa asarophora,B1101,229,intertegularDistance,4.1
Euglossini,Euglossa asarophora,B1102,233,intertegularDistance,3.8
Euglossini,Euglossa asarophora,B1113,273,intertegularDistance,3.6
Euglossini,Euglossa asarophora,J-0836,6029,intertegularDistance,3.21
Euglossini,Euglossa asarophora,M-0019,2922,intertegularDistance,4
Euglossini,Euglossa asarophora,M-0020,2926,intertegularDistance,4.1
Euglossini,Euglossa asarophora,M-0041,2982,intertegularDistance,3.9
Euglossini,Euglossa asarophora,M-0042,2986,intertegularDistance,3.8
Euglossini,Euglossa asarophora,M-0043,2990,intertegularDistance,3.6
Euglossini,Euglossa asarophora,M-0044,2994,intertegularDistance,3.9
Euglossini,Euglossa asarophora,M-0045,2998,intertegularDistance,3.9
Euglossini,Euglossa asarophora,M-0690,3494,intertegularDistance,3.5
Euglossini,Euglossa asarophora,M-0904,3978,intertegularDistance,3.8
Euglossini,Euglossa asarophora,M-1344,3982,intertegularDistance,3.9
Euglossini,Euglossa asarophora,M-C-1922,3930,intertegularDistance,4.1
Euglossini,Euglossa asarophora,M-C-1923,3934,intertegularDistance,4.1
Euglossini,Euglossa asarophora,M-C-2048,3946,intertegularDistance,4
Euglossini,Euglossa asarophora,B1100,223,proboscisLength,36.1
Euglossini,Euglossa asarophora,B1101,227,proboscisLength,35.5
Euglossini,Euglossa asarophora,B1102,231,proboscisLength,36
Euglossini,Euglossa asarophora,B1113,271,proboscisLength,25.1
Euglossini,Euglossa asarophora,J-0836,6032,proboscisLength,32.65
Euglossini,Euglossa asarophora,M-0019,2923,proboscisLength,29.5
Euglossini,Euglossa asarophora,M-0020,2927,proboscisLength,30
Euglossini,Euglossa asarophora,M-0041,2983,proboscisLength,27.7
Euglossini,Euglossa asarophora,M-0042,2987,proboscisLength,28.3
Euglossini,Euglossa asarophora,M-0043,2991,proboscisLength,29.5
Euglossini,Euglossa asarophora,M-0044,2995,proboscisLength,33.7
Euglossini,Euglossa asarophora,M-0045,2999,proboscisLength,29.8
Euglossini,Euglossa asarophora,M-0690,3495,proboscisLength,32.4
Euglossini,Euglossa asarophora,M-0904,3979,proboscisLength,28.7
Euglossini,Euglossa asarophora,M-1344,3983,proboscisLength,29.21
Euglossini,Euglossa asarophora,M-C-1922,3931,proboscisLength,32.4
Euglossini,Euglossa asarophora,M-C-1923,3935,proboscisLength,33
Euglossini,Euglossa asarophora,M-C-2048,3947,proboscisLength,32.3
Euglossini,Euglossa asarophora,B1100,224,wingLength,10.2
Euglossini,Euglossa asarophora,B1101,228,wingLength,10.5
Euglossini,Euglossa asarophora,B1102,232,wingLength,10.6
Euglossini,Euglossa asarophora,B1113,272,wingLength,10
Euglossini,Euglossa asarophora,J-0836,6030,wingLength,11.21
Euglossini,Euglossa asarophora,M-0019,2921,wingLength,11.1
Euglossini,Euglossa asarophora,M-0020,2925,wingLength,11.3
Euglossini,Euglossa asarophora,M-0041,2981,wingLength,10.4
Euglossini,Euglossa asarophora,M-0042,2985,wingLength,10.7
Euglossini,Euglossa asarophora,M-0043,2989,wingLength,10.5
Euglossini,Euglossa asarophora,M-0044,2993,wingLength,10.8
Euglossini,Euglossa asarophora,M-0045,2997,wingLength,11
Euglossini,Euglossa asarophora,M-0690,3493,wingLength,10.6
Euglossini,Euglossa asarophora,M-0904,3977,wingLength,11.35
Euglossini,Euglossa asarophora,M-1344,3981,wingLength,10.63
Euglossini,Euglossa asarophora,M-C-1922,3929,wingLength,11.6
Euglossini,Euglossa asarophora,M-C-1923,3933,wingLength,11.6
Euglossini,Euglossa asarophora,M-C-2048,3945,wingLength,11.5
Euglossini,Euglossa asarophora,J-0587,5206,wingWidth,3.37
Euglossini,Euglossa asarophora,J-0588,5186,wingWidth,3.41
Euglossini,Euglossa asarophora,J-0589,5190,wingWidth,3.33
Euglossini,Euglossa asarophora,J-0590,5194,wingWidth,3.01
Euglossini,Euglossa asarophora,J-0591,5202,wingWidth,3.18
Euglossini,Euglossa asarophora,J-0592,5198,wingWidth,3.43
Euglossini,Euglossa asarophora,J-0593,5182,wingWidth,0.34
Euglossini,Euglossa asarophora,J-0594,5210,wingWidth,3.65
Euglossini,Euglossa asarophora,J-0649,5218,wingWidth,3.29
Euglossini,Euglossa asarophora,J-0836,6031,wingWidth,3.43
Euglossini,Euglossa asarophora,J-1671,5250,wingWidth,3.38
Euglossini,Euglossa bursigera,J-0257,5308,intertegularDistance,2.89
Euglossini,Euglossa bursigera,J-0901,6014,intertegularDistance,2.98
Euglossini,Euglossa bursigera,M-C-2148,3970,intertegularDistance,3
Euglossini,Euglossa bursigera,J-0901,6017,proboscisLength,15.04
Euglossini,Euglossa bursigera,M-C-2148,3971,proboscisLength,9.8
Euglossini,Euglossa bursigera,J-0257,5309,wingLength,8.49
Euglossini,Euglossa bursigera,J-0901,6015,wingLength,8.66
Euglossini,Euglossa bursigera,M-C-2148,3969,wingLength,8
Euglossini,Euglossa bursigera,J-0257,5310,wingWidth,2.44
Euglossini,Euglossa bursigera,J-0901,6016,wingWidth,2.56
Euglossini,Euglossa championi,B1116,145,intertegularDistance,4
Euglossini,Euglossa championi,J-0417,5908,intertegularDistance,3.24
Euglossini,Euglossa championi,J-0418,5912,intertegularDistance,2.87
Euglossini,Euglossa championi,J-1198,5850,intertegularDistance,3.13
Euglossini,Euglossa championi,M-0408,4038,intertegularDistance,3.4
Euglossini,Euglossa championi,M-0409,4042,intertegularDistance,3.7
Euglossini,Euglossa championi,M-0916,4022,intertegularDistance,3.2
Euglossini,Euglossa championi,M-0951,4026,intertegularDistance,3.5
Euglossini,Euglossa championi,M-1341,3674,intertegularDistance,3.4
Euglossini,Euglossa championi,M-1342,3678,intertegularDistance,3.4
Euglossini,Euglossa championi,M-1343,3682,intertegularDistance,3.4
Euglossini,Euglossa championi,M-1582,4030,intertegularDistance,3.5
Euglossini,Euglossa championi,M-1866,4034,intertegularDistance,3.5
Euglossini,Euglossa championi,M-1867,3898,intertegularDistance,3.6
Euglossini,Euglossa championi,B1116,143,proboscisLength,10.9
Euglossini,Euglossa championi,M-0408,4039,proboscisLength,8.3
Euglossini,Euglossa championi,M-0409,4043,proboscisLength,8.8
Euglossini,Euglossa championi,M-0916,4023,proboscisLength,7.8
Euglossini,Euglossa championi,M-0951,4027,proboscisLength,7.4
Euglossini,Euglossa championi,M-1341,3675,proboscisLength,12.1
Euglossini,Euglossa championi,M-1342,3679,proboscisLength,11.9
Euglossini,Euglossa championi,M-1343,3683,proboscisLength,11.2
Euglossini,Euglossa championi,M-1582,4031,proboscisLength,8.1
Euglossini,Euglossa championi,M-1866,4035,proboscisLength,7.6
Euglossini,Euglossa championi,M-1867,3899,proboscisLength,11.3
Euglossini,Euglossa championi,B1116,144,wingLength,10
Euglossini,Euglossa championi,J-0417,5909,wingLength,9.77
Euglossini,Euglossa championi,J-0418,5913,wingLength,9.47
Euglossini,Euglossa championi,J-1198,5851,wingLength,9.33
Euglossini,Euglossa championi,M-0408,4037,wingLength,9.5
Euglossini,Euglossa championi,M-0409,4041,wingLength,9.4
Euglossini,Euglossa championi,M-0916,4021,wingLength,9
Euglossini,Euglossa championi,M-0951,4025,wingLength,9.5
Euglossini,Euglossa championi,M-1341,3673,wingLength,9.4
Euglossini,Euglossa championi,M-1342,3677,wingLength,9.9
Euglossini,Euglossa championi,M-1343,3681,wingLength,9.8
Euglossini,Euglossa championi,M-1582,4029,wingLength,9.5
Euglossini,Euglossa championi,M-1866,4033,wingLength,9.1
Euglossini,Euglossa championi,M-1867,3897,wingLength,9.7
Euglossini,Euglossa championi,J-0417,5910,wingWidth,2.99
Euglossini,Euglossa championi,J-0418,5914,wingWidth,2.95
Euglossini,Euglossa championi,J-0991,5840,wingWidth,2.93
Euglossini,Euglossa championi,J-1032,5892,wingWidth,2.84
Euglossini,Euglossa championi,J-1198,5852,wingWidth,2.89
Euglossini,Euglossa chlorina,J-0339,5352,intertegularDistance,3.14
Euglossini,Euglossa chlorina,J-0729,6009,intertegularDistance,2.85
Euglossini,Euglossa chlorina,J-0780,5658,intertegularDistance,2.86
Euglossini,Euglossa chlorina,J-1125,5989,intertegularDistance,2.7
Euglossini,Euglossa chlorina,J-1629,5994,intertegularDistance,3.16
Euglossini,Euglossa chlorina,M-1495,4138,intertegularDistance,3.5
Euglossini,Euglossa chlorina,M-1496,4414,intertegularDistance,3.3
Euglossini,Euglossa chlorina,J-0729,6012,proboscisLength,9.77
Euglossini,Euglossa chlorina,J-1125,5992,proboscisLength,12.76
Euglossini,Euglossa chlorina,J-1629,5997,proboscisLength,12.93
Euglossini,Euglossa chlorina,M-1495,4139,proboscisLength,7.9
Euglossini,Euglossa chlorina,M-1496,4415,proboscisLength,6.6
Euglossini,Euglossa chlorina,J-0339,5353,wingLength,7.99
Euglossini,Euglossa chlorina,J-0729,6010,wingLength,8.62
Euglossini,Euglossa chlorina,J-0780,5659,wingLength,8.61
Euglossini,Euglossa chlorina,J-1125,5990,wingLength,7.65
Euglossini,Euglossa chlorina,J-1629,5995,wingLength,8.25
Euglossini,Euglossa chlorina,M-1495,4137,wingLength,7.9
Euglossini,Euglossa chlorina,M-1496,4413,wingLength,7.5
Euglossini,Euglossa chlorina,J-0339,5354,wingWidth,2.55
Euglossini,Euglossa chlorina,J-0729,6011,wingWidth,2.48
Euglossini,Euglossa chlorina,J-0780,5660,wingWidth,2.45
Euglossini,Euglossa chlorina,J-1125,5991,wingWidth,2.5
Euglossini,Euglossa chlorina,J-1629,5996,wingWidth,2.5
Euglossini,Euglossa cognata,B1103,153,intertegularDistance,3.9
Euglossini,Euglossa cognata,J-0355,5920,intertegularDistance,3.02
Euglossini,Euglossa cognata,M-0259,3282,intertegularDistance,3.6
Euglossini,Euglossa cognata,M-0493,3374,intertegularDistance,3.4
Euglossini,Euglossa cognata,M-0554,3418,intertegularDistance,3.4
Euglossini,Euglossa cognata,M-0590,3450,intertegularDistance,3.6
Euglossini,Euglossa cognata,M-0591,3454,intertegularDistance,3.6
Euglossini,Euglossa cognata,M-0621,3462,intertegularDistance,3.2
Euglossini,Euglossa cognata,M-0714,3502,intertegularDistance,3.6
Euglossini,Euglossa cognata,M-0923,3570,intertegularDistance,3.5
Euglossini,Euglossa cognata,M-0949,3578,intertegularDistance,3.7
Euglossini,Euglossa cognata,M-0977,3594,intertegularDistance,3.7
Euglossini,Euglossa cognata,M-0978,3598,intertegularDistance,3.6
Euglossini,Euglossa cognata,B1103,151,proboscisLength,13.4
Euglossini,Euglossa cognata,M-0259,3283,proboscisLength,10.4
Euglossini,Euglossa cognata,M-0493,3375,proboscisLength,9.2
Euglossini,Euglossa cognata,M-0554,3419,proboscisLength,9.9
Euglossini,Euglossa cognata,M-0590,3451,proboscisLength,9.9
Euglossini,Euglossa cognata,M-0591,3455,proboscisLength,10.3
Euglossini,Euglossa cognata,M-0621,3463,proboscisLength,10.3
Euglossini,Euglossa cognata,M-0714,3503,proboscisLength,11
Euglossini,Euglossa cognata,M-0923,3571,proboscisLength,11.8
Euglossini,Euglossa cognata,M-0949,3579,proboscisLength,10.1
Euglossini,Euglossa cognata,M-0977,3595,proboscisLength,11.2
Euglossini,Euglossa cognata,M-0978,3599,proboscisLength,10.6
Euglossini,Euglossa cognata,B1103,152,wingLength,10
Euglossini,Euglossa cognata,J-0355,5921,wingLength,8.31
Euglossini,Euglossa cognata,M-0259,3281,wingLength,9.1
Euglossini,Euglossa cognata,M-0493,3373,wingLength,9.4
Euglossini,Euglossa cognata,M-0554,3417,wingLength,9.2
Euglossini,Euglossa cognata,M-0590,3449,wingLength,9.5
Euglossini,Euglossa cognata,M-0591,3453,wingLength,9.1
Euglossini,Euglossa cognata,M-0621,3461,wingLength,9.8
Euglossini,Euglossa cognata,M-0714,3501,wingLength,9.6
Euglossini,Euglossa cognata,M-0923,3569,wingLength,9.8
Euglossini,Euglossa cognata,M-0949,3577,wingLength,10.1
Euglossini,Euglossa cognata,M-0977,3593,wingLength,9.5
Euglossini,Euglossa cognata,M-0978,3597,wingLength,9.7
Euglossini,Euglossa cognata,J-0355,5922,wingWidth,2.45
Euglossini,Euglossa cordata,J-0362,6179,intertegularDistance,2.73
Euglossini,Euglossa cordata,J-0530,6174,intertegularDistance,2.99
Euglossini,Euglossa cordata,M-0075,3026,intertegularDistance,3.5
Euglossini,Euglossa cordata,M-0091,3070,intertegularDistance,3.2
Euglossini,Euglossa cordata,M-C-2362,4142,intertegularDistance,3.5
Euglossini,Euglossa cordata,J-0362,6182,proboscisLength,10.6
Euglossini,Euglossa cordata,J-0530,6177,proboscisLength,11.14
Euglossini,Euglossa cordata,M-0075,3027,proboscisLength,10.3
Euglossini,Euglossa cordata,M-0091,3071,proboscisLength,9.8
Euglossini,Euglossa cordata,M-C-2362,4143,proboscisLength,7.4
