"Plot_ID","Species_name","RegTime","Treatment2","Treatment3"
"CR10","Wettinia_quinaria",24,"cacao regeneration late","regeneration late"
"CR14","Wettinia_quinaria",38,"cacao regeneration late","regeneration late"
"CR06","Wettinia_quinaria",33,"cacao regeneration late","regeneration late"
"CR11","Wettinia_quinaria",23,"cacao regeneration late","regeneration late"
"CR10","Wettinia_quinaria",24,"cacao regeneration late","regeneration late"
"CR11","Wettinia_quinaria",23,"cacao regeneration late","regeneration late"
"CR08","Wettinia_quinaria",27,"cacao regeneration late","regeneration late"
"CR14","Wettinia_quinaria",38,"cacao regeneration late","regeneration late"
"CR11","Wettinia_quinaria",23,"cacao regeneration late","regeneration late"
"CR11","Wettinia_quinaria",23,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR24","Wettinia_quinaria",21,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR31","Wettinia_quinaria",16,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"PR21","Wettinia_quinaria",36,"pasture regeneration late","regeneration late"
"PR34","Wettinia_quinaria",38,"pasture regeneration late","regeneration late"
"CR02","Wettinia_quinaria",8,"cacao regeneration early","regeneration early"
"CR02","Wettinia_quinaria",8,"cacao regeneration early","regeneration early"
"CR05","Wettinia_quinaria",12,"cacao regeneration early","regeneration early"
"CR05","Wettinia_quinaria",12,"cacao regeneration early","regeneration early"
"PR22","Wettinia_quinaria",12,"pasture regeneration early","regeneration early"
"PR22","Wettinia_quinaria",12,"pasture regeneration early","regeneration early"
"PR22","Wettinia_quinaria",12,"pasture regeneration early","regeneration early"
"OG28","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG28","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG28","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG28","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
